customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,nps,sentiment_score,tenure_bucket,monthly_to_total_ratio,has_dependents,contract_payment,avg_monthly_charges,num_services,segment
9142-XMYJH,Female,0,No,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.35,601.6,0,7,0.6514858945525526,24-48,0.03216422866993978,0,Month-to-month_Credit card (automatic),20.74482687086804,1,3
6559-ILWKJ,Male,0,Yes,No,71,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Electronic check,49.35,3515.25,1,4,0.3347127371060778,48-72,0.014038830804625894,0,Two year_Electronic check,49.510562682949825,5,0
0187-QSXOE,Male,1,Yes,No,7,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.0,605.45,0,9,0.932683445080704,6-12,0.14699810034354924,0,Month-to-month_Electronic check,86.49284478673647,4,2
7733-UDMTP,Female,1,No,No,57,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,55.0,3094.05,0,6,0.6232440030446457,48-72,0.01777605403345904,0,Month-to-month_Electronic check,54.28157799506004,6,1
2649-HWLYB,Male,0,Yes,No,65,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),76.15,4929.55,0,10,0.9263729628621602,48-72,0.015447657490958068,0,Two year_Bank transfer (automatic),75.8392296024734,7,1
5214-CHIWJ,Male,0,No,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.3,595.05,0,7,0.6552503327272159,24-48,0.03411478021323455,0,One year_Mailed check,22.03888807263377,1,3
4229-CZMLL,Male,0,No,No,6,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.9,469.8,1,1,0.16223350884087476,0-6,0.15942954414765956,0,Month-to-month_Electronic check,78.29998695000218,3,2
6904-JLBGY,Female,1,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),117.35,8436.25,0,9,0.9426422135047171,48-72,0.013910208918191114,0,Two year_Credit card (automatic),117.17013726152588,9,1
2465-BLLEU,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.75,19.75,0,6,0.5401314242099411,0-6,0.9999999493670911,0,Month-to-month_Mailed check,19.749980250019753,1,3
1685-VAYJF,Male,0,No,No,11,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),45.2,492.0,0,6,0.5005555322544107,6-12,0.09186991851245953,0,Month-to-month_Credit card (automatic),44.727268661157396,2,3
8874-EJNSR,Male,0,Yes,Yes,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.2,987.95,0,8,0.8134258957930436,24-48,0.02550736370716396,1,Two year_Mailed check,25.332050632511525,2,0
6917-YACBP,Female,1,No,No,59,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,89.75,5496.9,0,6,0.5851966002380635,48-72,0.016327384522853358,0,Month-to-month_Electronic check,93.16779503105433,6,1
5049-MUBWG,Male,0,No,No,26,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),75.0,1908.35,0,9,0.9090870948363536,24-48,0.03930096678318916,0,One year_Bank transfer (automatic),73.39807410007407,6,2
4223-WOZCM,Male,1,No,No,2,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,49.95,107.1,0,8,0.831733097192197,0-6,0.4663865502671658,0,Month-to-month_Mailed check,53.54997322501338,3,3
0769-MURVM,Female,0,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),65.7,4575.35,0,8,0.7521865291301989,48-72,0.014359557189207478,1,Two year_Bank transfer (automatic),63.546526895187135,8,1
9253-VIFJQ,Male,0,Yes,No,65,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,One year,No,Credit card (automatic),67.05,4309.55,0,7,0.678392723670705,48-72,0.015558468978069988,0,One year_Credit card (automatic),66.30076821075741,6,1
7030-FZTFM,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),110.9,7922.75,0,7,0.6550470738147101,48-72,0.013997664950427861,1,Two year_Credit card (automatic),110.03819291613621,8,1
9741-YLNTD,Male,0,No,No,6,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),87.95,522.35,0,6,0.5568382483509755,0-6,0.16837369547549785,0,Month-to-month_Bank transfer (automatic),87.05831882361353,5,2
5917-RYRMG,Male,1,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.8,587.7,0,8,0.8282379596662215,24-48,0.033690658441908015,0,One year_Credit card (automatic),18.36562442607424,1,3
5120-ZBLAI,Female,0,Yes,No,50,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),75.7,3876.2,0,7,0.7072034290672207,48-72,0.01952943604057339,0,One year_Bank transfer (automatic),77.52399844952004,6,1
1194-BHJYC,Male,0,Yes,No,61,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,62.15,3778.85,0,9,0.8218529114944632,48-72,0.01644680259432187,0,Two year_Mailed check,61.94835964019083,7,1
3663-MITLP,Female,0,No,No,15,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.25,1457.25,1,1,0.13625518209582563,12-24,0.0694801852328151,0,Month-to-month_Electronic check,97.14999352333378,6,2
0906-QVPMS,Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),115.15,8349.45,0,7,0.68249649627109,48-72,0.013791327570823068,0,Two year_Bank transfer (automatic),115.96458172271416,9,1
9025-ZRPVR,Male,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.95,185.6,1,2,0.2385582703413961,6-12,0.10210129255333356,0,Month-to-month_Mailed check,20.622219930864453,1,3
1905-OEILC,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.5,19.5,0,8,0.7492630977026882,0-6,0.9999999487179513,0,Month-to-month_Mailed check,19.4999805000195,1,3
7858-GTZSP,Female,0,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.55,1066.9,0,10,0.9537155990651185,6-12,0.0811228792941017,0,Month-to-month_Electronic check,88.90832592430618,4,2
3285-UCQVC,Female,0,No,No,37,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),28.6,973.55,1,6,0.6125856149053334,24-48,0.02937702220802525,0,Month-to-month_Credit card (automatic),26.312161451022664,3,0
6248-BSHKG,Male,0,Yes,Yes,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.4,1226.45,0,9,0.8451769955915163,48-72,0.016633372728905884,1,One year_Mailed check,20.105737375315783,1,0
4685-TFLLS,Male,0,Yes,Yes,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.8,342.3,0,8,0.7862559414629118,12-24,0.05784399632531698,1,One year_Bank transfer (automatic),19.016665610185242,1,3
3470-BTGQO,Male,0,No,Yes,21,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.65,985.05,0,6,0.5394963268820363,12-24,0.04634282519025144,1,Month-to-month_Mailed check,46.90714062346949,2,3
1209-VFFOC,Male,0,Yes,Yes,68,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,56.4,3948.45,0,9,0.8804315133464176,48-72,0.014284086156774409,1,Two year_Mailed check,58.065440322567056,7,1
8224-DWCKX,Male,1,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.3,828.05,0,9,0.8984072884097551,6-12,0.08852122445683085,0,Month-to-month_Credit card (automatic),69.00416091631992,3,2
5482-PLVPE,Female,1,No,No,2,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,24.35,41.85,1,2,0.20076289674503794,0-6,0.5818398905175654,0,Month-to-month_Electronic check,20.92498953750523,2,3
4553-DVPZG,Female,0,Yes,No,62,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.35,6164.7,0,9,0.8817626364366826,48-72,0.016440378280136846,0,Month-to-month_Electronic check,99.43064355757026,6,1
4902-OHLSK,Female,1,No,No,29,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,98.65,2862.75,1,2,0.21666751501590692,24-48,0.03445987248818099,0,Month-to-month_Electronic check,98.71551383739607,6,2
6917-IAYHD,Male,0,No,Yes,1,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,33.6,33.6,0,7,0.7073899522756019,0-6,0.9999999702380962,1,Month-to-month_Mailed check,33.5999664000336,4,3
0495-ZBNGW,Male,1,Yes,No,5,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.9,343.95,1,5,0.49553166681315985,0-6,0.23230120589533015,0,Month-to-month_Bank transfer (automatic),68.78998624200274,4,2
8620-RJPZN,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.7,20.7,0,10,0.9687074733644447,0-6,0.9999999516908236,0,Month-to-month_Electronic check,20.6999793000207,1,3
7572-KPVKK,Male,0,No,Yes,62,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,104.05,6590.5,0,7,0.7534121874789254,48-72,0.015787876486489966,1,Two year_Electronic check,106.29838538228411,7,1
2642-MAWLJ,Female,0,Yes,Yes,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.25,717.95,0,8,0.8193143604116297,24-48,0.028205306736952006,1,Two year_Bank transfer (automatic),19.943055001581808,1,0
2357-COQEK,Female,1,No,No,28,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,103.3,2890.65,1,5,0.4481945568054002,24-48,0.03573590713654856,0,Month-to-month_Electronic check,103.23749631294656,7,1
7103-ZGVNT,Female,0,Yes,Yes,69,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,One year,No,Credit card (automatic),73.7,4885.85,0,8,0.8324441937845247,48-72,0.015084376308096977,1,One year_Credit card (automatic),70.80941926363161,7,1
3737-GCSPV,Female,0,Yes,No,11,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),96.2,1222.05,1,1,0.1437746818476338,6-12,0.07872018323413921,0,Month-to-month_Credit card (automatic),111.0954444458687,6,2
2027-WKXMW,Female,0,Yes,No,63,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,108.75,6871.7,0,6,0.5959217620353912,48-72,0.015825778189410805,0,Month-to-month_Electronic check,109.07460144326029,8,1
7137-NAXML,Male,0,No,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.15,405.6,0,6,0.5992456336962697,12-24,0.04967948705700323,0,One year_Bank transfer (automatic),17.634781841966007,1,3
2428-ZMCTB,Male,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.75,208.25,0,6,0.4970564660308393,6-12,0.09483793471866538,0,Month-to-month_Credit card (automatic),20.82499791750021,1,3
2961-VNFKL,Female,0,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.95,1801.9,0,8,0.7578279461671638,48-72,0.014401465112158573,0,Two year_Credit card (automatic),25.378872881987707,2,0
1768-HNVGJ,Female,1,No,No,45,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,70.05,3062.45,0,9,0.9421847208176327,24-48,0.02287384283078129,0,Month-to-month_Electronic check,68.0544429321235,6,1
6963-KQYQB,Female,0,Yes,Yes,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.05,1764.75,0,8,0.760868840089873,48-72,0.013627992625795159,1,Two year_Mailed check,25.21071392556123,2,0
5934-RMPOV,Female,0,No,Yes,22,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.75,1816.75,0,9,0.8920079038909312,12-24,0.04664923624788813,1,Month-to-month_Electronic check,82.57954170092992,4,2
1207-BLKSA,Female,0,Yes,Yes,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,23.05,1255.1,0,7,0.6570689934967117,48-72,0.01836507049767742,1,Two year_Mailed check,24.13653799737427,2,0
4088-YLDSU,Male,0,Yes,No,55,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,104.15,5743.05,1,4,0.41154077924158655,48-72,0.018134963126189924,0,One year_Electronic check,104.41908901056203,7,1
8316-BBQAY,Female,0,No,No,65,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),59.95,3921.1,0,9,0.9196871277571446,48-72,0.015289077040807663,0,Two year_Credit card (automatic),60.324614456544396,7,1
1166-PQLGG,Female,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.55,1463.45,0,6,0.6210237330867592,48-72,0.013358843818812501,1,Two year_Bank transfer (automatic),20.325694162143137,1,0
3146-JTQHR,Male,0,Yes,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.6,189.45,0,8,0.743031952019665,6-12,0.10345737607042822,0,One year_Bank transfer (automatic),18.94499810550019,1,3
4291-YZODP,Female,0,No,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.05,96.8,0,7,0.7053351053418276,6-12,0.20712809703380067,1,One year_Mailed check,13.828569453061506,1,3
4395-PZMSN,Male,1,No,No,5,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.55,408.5,0,6,0.6788284880660944,0-6,0.20942472408953555,0,Month-to-month_Electronic check,81.69998366000327,4,2
6427-FEFIG,Female,0,Yes,Yes,24,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),78.6,1846.65,0,7,0.737424436924233,12-24,0.04256356101992063,1,Two year_Credit card (automatic),76.94374679401055,7,2
0017-IUDMW,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),116.8,8456.75,0,10,1.0,48-72,0.013811452388469394,1,Two year_Credit card (automatic),117.45485947979363,9,1
8706-HRADD,Male,0,No,No,21,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,43.55,1011.5,0,8,0.703451282906448,12-24,0.04305486896386073,0,Month-to-month_Mailed check,48.16666437301598,5,2
9955-QOPOY,Male,0,Yes,No,69,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),60.8,4263.4,0,8,0.7875321760945103,48-72,0.014260918512393648,0,One year_Credit card (automatic),61.78840490161732,7,1
4385-ZKVNW,Male,0,Yes,Yes,44,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),54.9,2549.1,0,10,1.0,24-48,0.021537013054985284,1,Month-to-month_Bank transfer (automatic),57.934089592407055,4,0
5446-DKWYW,Female,1,Yes,Yes,61,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,65.2,3965.05,0,8,0.865930341800655,48-72,0.016443676620359473,1,One year_Electronic check,65.00081860654396,5,1
2034-CGRHZ,Male,1,No,No,24,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),102.95,2496.7,1,5,0.5230709162393231,12-24,0.041234429430354304,0,Month-to-month_Credit card (automatic),104.02916233211822,7,2
5797-APWZC,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,90.6,90.6,1,3,0.26403347939526056,0-6,0.9999999889624726,0,Month-to-month_Electronic check,90.5999094000906,4,2
3683-QKIUE,Female,0,No,No,6,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),50.8,288.05,1,1,0.10261394912227255,0-6,0.17635827052123496,0,Month-to-month_Bank transfer (automatic),48.00832533194578,3,3
4228-ZGYUW,Male,0,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,90.05,368.1,1,5,0.5386740416692762,0-6,0.24463460949569515,0,Month-to-month_Electronic check,92.02497699375576,5,2
9031-ZVQPT,Male,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,108.2,7840.6,0,6,0.6470269596814632,48-72,0.013799964286687246,0,Two year_Electronic check,108.89722070976083,8,1
2990-IAJSV,Male,0,No,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),92.0,6632.75,0,10,1.0,48-72,0.01387056650501367,0,Two year_Bank transfer (automatic),92.12152649831214,9,1
8107-KNCIM,Male,1,Yes,No,14,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.1,1013.35,0,9,0.9427519841358825,12-24,0.0741106231074055,0,Month-to-month_Electronic check,72.38213768699018,3,2
9027-YFHQJ,Male,0,No,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),25.05,152.95,0,6,0.597065371016858,6-12,0.16377901167846348,0,Month-to-month_Bank transfer (automatic),21.849996878571872,2,3
5176-LDKUH,Female,0,No,No,48,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,No,Electronic check,75.15,3772.65,0,6,0.5948546668454667,24-48,0.019919685096703995,0,One year_Electronic check,78.59687336256515,3,2
4644-OBGFZ,Male,0,Yes,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.5,1026.35,0,10,0.9770542489113999,48-72,0.018999366669265487,1,One year_Mailed check,18.66090875161984,1,0
7926-IJOOU,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.3,19.3,0,9,0.9212268416184166,0-6,0.9999999481865312,0,Month-to-month_Credit card (automatic),19.2999807000193,1,3
6480-YAGIY,Male,0,No,No,45,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),112.2,5031.85,0,6,0.6500170136116911,24-48,0.022297961977742187,0,One year_Credit card (automatic),111.81888640402477,8,1
4029-HPFVY,Male,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.3,220.4,0,6,0.6354221935367743,0-6,0.3189655157941673,0,Month-to-month_Mailed check,73.46664217778594,2,2
7602-DBTOU,Female,0,Yes,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.6,1416.5,0,9,0.8390981759323946,48-72,0.013836921981054061,0,Two year_Mailed check,19.950703944356285,1,0
5345-BMKWB,Male,0,Yes,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.25,158.35,0,8,0.7417762842413562,6-12,0.127881274847608,0,Month-to-month_Mailed check,19.793747525781562,1,3
3519-ZKXGG,Female,0,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.85,256.6,1,0,0.05518199417562322,0-6,0.2955962576165383,0,Month-to-month_Electronic check,85.53330482223173,3,2
5457-COLHT,Male,0,Yes,Yes,69,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),80.65,5542.55,0,7,0.708828640689222,48-72,0.014551064038294455,1,Two year_Bank transfer (automatic),80.32681043004624,7,1
6416-TVAIH,Male,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,68.5,68.5,1,3,0.31078240757383296,0-6,0.9999999854014601,1,Month-to-month_Electronic check,68.4999315000685,2,2
5451-YHYPW,Female,1,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),115.75,8443.7,0,6,0.6096557316845013,48-72,0.013708445348163902,0,Two year_Credit card (automatic),117.27360948231099,9,1
5108-ADXWO,Male,0,No,No,11,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.5,791.75,1,4,0.48758197507867823,6-12,0.09283233332133586,0,Month-to-month_Electronic check,71.9772661838849,3,2
7998-WNZEM,Male,0,No,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),80.6,5708.2,0,7,0.677685759092204,48-72,0.014120037837826277,0,Two year_Bank transfer (automatic),80.39718196623687,8,1
3066-RRJIO,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.95,69.95,1,5,0.5558317067838071,0-6,0.9999999857040746,0,Month-to-month_Mailed check,69.94993005006995,2,2
4664-NJCMS,Female,0,Yes,No,33,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),59.55,2016.3,0,6,0.6116803512160083,24-48,0.02953429547709453,0,Two year_Bank transfer (automatic),61.09999814848491,7,2
0307-BCOPK,Female,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.05,326.65,0,7,0.6199743510367473,12-24,0.05831930182666677,0,One year_Mailed check,20.415623724023515,1,3
7629-WFGLW,Female,1,Yes,No,56,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,No,Electronic check,95.65,5471.75,0,7,0.6587573859993691,48-72,0.01748069630054723,0,One year_Electronic check,97.70981968375322,7,1
2542-HYGIQ,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.95,19.95,0,8,0.7696484708152028,0-6,0.9999999498746892,0,Month-to-month_Credit card (automatic),19.949980050019953,1,3
6715-OFDBP,Male,0,No,No,5,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,70.05,346.4,1,5,0.5546554007233059,0-6,0.20222286315755525,0,Month-to-month_Electronic check,69.27998614400276,5,2
5016-LIPDW,Male,0,Yes,Yes,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.4,1061.6,0,7,0.7613648903396288,48-72,0.018274302921746133,1,One year_Mailed check,18.624561076762085,1,0
6481-LXPWL,Male,0,Yes,Yes,56,No,No phone service,DSL,No,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),36.1,1971.5,0,8,0.8176926925389171,48-72,0.01831093075409032,1,One year_Credit card (automatic),35.205356514190065,4,0
1567-DSCIC,Male,0,No,No,8,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,94.0,773.65,1,3,0.2738613360159352,6-12,0.1215019710185459,0,Month-to-month_Electronic check,96.70623791172027,6,2
2150-UWTFY,Female,0,Yes,Yes,22,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,61.15,1422.05,1,2,0.15445094419748812,12-24,0.0430013009085466,1,Month-to-month_Mailed check,64.63863342551666,5,2
6124-ACRHJ,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.75,19.75,0,10,1.0,0-6,0.9999999493670911,0,Month-to-month_Mailed check,19.749980250019753,1,3
9362-MWODR,Female,0,No,Yes,40,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),64.1,2460.35,0,6,0.5357723795541971,24-48,0.02605320380187648,1,Month-to-month_Credit card (automatic),61.50874846228129,5,2
9975-GPKZU,Male,0,Yes,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.75,856.5,0,9,0.8948054857876192,24-48,0.023058960860409854,1,Two year_Credit card (automatic),18.619564812618158,1,0
9625-RZFUK,Male,0,Yes,Yes,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.7,1275.85,0,9,1.0,48-72,0.015440686588987194,1,Two year_Mailed check,20.25158698013354,1,0
5153-LXKDT,Male,0,Yes,Yes,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,110.2,7467.5,0,10,0.9740106405981174,48-72,0.014757281551421857,1,Two year_Electronic check,109.81617485564449,8,1
5161-UBZXI,Male,0,Yes,Yes,69,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),106.35,7261.75,0,8,0.7364150885160443,48-72,0.01464523014223221,1,Two year_Credit card (automatic),105.24275209793113,7,1
1020-JPQOW,Female,0,Yes,No,56,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,90.55,5116.6,0,6,0.511727098735091,48-72,0.017697298984150154,0,Month-to-month_Electronic check,91.36785551128831,6,1
7919-ZODZZ,Female,0,Yes,Yes,10,Yes,No,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,65.9,660.05,0,8,0.920200221141535,6-12,0.09984092099107506,1,One year_Mailed check,66.00499339950066,5,2
0565-JUPYD,Male,0,No,No,63,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,No,Credit card (automatic),104.5,6590.8,0,7,0.7174313549727773,48-72,0.01585543484617111,0,One year_Credit card (automatic),104.61587135530364,8,1
6867-ACCZI,Female,0,Yes,Yes,24,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,52.5,1208.15,0,8,0.7565462195699277,12-24,0.043454868978640995,1,Two year_Mailed check,50.33958123585079,7,2
